pdb_id
100D
109D
112D
114D
117D
11BA
126D
129L
130L
131L
133D
149L
150L
151L
152L
165D
16VP
183D
1914
191D
198D
1A0A
1A0P
1A11
1A15
1A16
1A17
1A1P
1A1S
1A1U
1A1X
1A21
1A2E
1A2O
1A2W
1A2X
1A33
1A3P
1A3Q
1A3R
1A40
1A42
1A4C
1A4R
1A4S
1A4W
1A4Y
1A52
1A57
1A5P
1A5Q
1A6G
1A6K
1A6Q
1A6T
1A80
1A8I
1A8P
1AAF
1AAJ
1AAN
1AAX
1ABB
1ABZ
1AC1
1AC7
1ACF
1ACJ
1ACL
1ACM
1ACV
1AE1
1AE2
1AE3
1AE9
1AER
1AF4
1AFH
1AFR
1AG6
1AG9
1AGB
1AGC
1AGD
1AGE
1AGF
1AGI
1AGT
1AH9
1AHN
1AHS
1AIM
1AIN
1AIQ
1AIR
1AIS
1AJM
1AKH
1AKZ
1AL4
1AL5
1AL7
1AL8
1ALH
1ALU
1ALX
1ALZ
1AMO
1AMU
1AN4
1ANG
1ANR
1AO5
1AOC
1AOG
1AOS
1AQ3
1AQC
1AQG
1AQM
1AQP
1AR1
1ARD
1ARE
1ARF
1ARO
1ASH
1ASZ
1ATI
1ATO
1AU1
1AUD
1AUL
1AUT
1AUU
1AUV
1AUX
1AV1
1AV2
1AVG
1AVP
1AWU
1AWV
1AXA
1AXE
1AXG
1AXK
1AY6
1AYE
1AYI
1AYY
1AZI
1AZJ
1AZK
1AZO
1AZV
1AZW
1AZX
1B01
1B02
1B0A
1B0B
1B0G
1B0J
1B0M
1B0Q
1B10
1B1C
1B1H
1B1Z
1B2Y
1B33
1B3O
1B42
1B4C
1B4D
1B4R
1B5D
1B5S
1B6H
1B6I
1B6T
1B75
1B7B
1B7H
1B7X
1B8A
1B8K
1B8M
1B8W
1B8Y
1B96
1B97
1B98
1B9G
1B9M
1B9N
1BA3
1BAX
1BAZ
1BB1
1BB9
1BBD
1BC9
1BCB
1BCE
1BCX
1BD7
1BDA
1BDB
1BDN
1BDT
1BDV
1BDW
1BE2
1BE5
1BEG
1BEN
1BG0
1BG2
1BG4
1BGX
1BH3
1BHJ
1BIA
1BIB
1BIR
1BIS
1BIU
1BIX
1BIZ
1BJ8
1BJA
1BJD
1BJE
1BKC
1BKH
1BL0
1BL4
1BLU
1BMC
1BMG
1BMM
1BMN
1BMO
1BMP
1BNA
1BNL
1BOE
1BOO
1BOR
1BPO
1BPT
1BPW
1BQ0
1BQ7
1BQZ
1BRE
1BS2
1BSI
1BSL
1BSQ
1BSS
1BSX
1BTH
1BTI
1BTK
1BTM
1BTN
1BU3
1BU7
1BUO
1BUV
1BVI
1BVK
1BVW
1BVY
1BW0
1BW6
1BW8
1BWT
1BX2
1BX3
1BX5
1BXM
1BXX
1BYH
1BYJ
1BYL
1BYM
1BYQ
1BYZ
1BZ4
1BZ9
1BZF
1BZV
1C0A
1C0K
1C0L
1C0P
1C14
1C15
1C1Z
1C20
1C2Y
1C3B
1C3F
1C3T
1C41
1C4O
1C4T
1C6S
1C7I
1C7J
1C7U
1C7Y
1C8O
1C8X
1C8Y
1C90
1C91
1C92
1C93
1C94
1C96
1C9B
1C9I
1C9L
1C9U
1CA0
1CBW
1CCJ
1CCS
1CCT
1CCU
1CCV
1CCZ
1CDC
1CDD
1CDE
1CDJ
1CDK
1CDO
1CDU
1CDW
1CDY
1CDZ
1CEH
1CEI
1CEK
1CEW
1CF7
1CFA
1CFL
1CG7
1CGC
1CGH
1CHV
1CI1
1CI5
1CJ5
1CJA
1CJL
1CKL
1CKO
1CKV
1CL0
1CL4
1CL7
1CLM
1CLU
1CM0
1CMK
1CMT
1CMU
1CMX
1CN3
1CNT
1COI
1COK
1COW
1CP8
1CP9
1CPG
1CPM
1CPN
1CQ1
1CQ2
1CQ3
1CQ4
1CQ5
1CQL
1CQQ
1CQT
1CQX
1CR5
1CRN
1CRU
1CS1
1CS2
1CS8
1CSJ
1CSM
1CSO
1CSV
1CSW
1CSX
1CT1
1CT2
1CT4
1CTX
1CVR
